N0,D0,Q0,Q1,N1,D1,N_multiplier,D_multiplier,N_status,D_status
7.0,500.0,0.5,0.77,3.377088379947455,201.21064673273406,0.4824411971353507,0.4024212934654681,supported,supported
7.0,500.0,0.5,0.78,3.280422199583864,195.02666483117352,0.4686317427976948,0.390053329662347,supported,supported
7.0,500.0,0.5,0.79,3.1861395836803306,189.06508131677612,0.45516279766861867,0.37813016263355226,supported,supported
7.0,500.0,0.5,0.8,3.094204491180556,183.3169235943243,0.44202921302579373,0.3666338471886486,supported,supported
7.0,500.0,0.5,0.8099999999999999,3.004580407161248,177.7736131726973,0.42922577245160687,0.3555472263453946,supported,supported
7.0,500.0,0.5,0.82,2.917230386320418,172.42694726851698,0.416747198045774,0.34485389453703397,supported,supported
7.0,500.0,0.5,0.83,2.832117096691264,167.26908130243808,0.4045881566701806,0.3345381626048762,supported,supported
7.0,500.0,0.5,0.84,2.7492028633607495,162.2925122440881,0.39274326619439276,0.3245850244881762,supported,supported
7.0,500.0,0.5,0.85,2.668449712147392,157.4900627638259,0.3812071017353417,0.3149801255276518,supported,supported
7.0,500.0,0.5,0.86,2.5898194130978105,152.85486615151652,0.3699742018711158,0.30570973230303305,supported,supported
7.0,500.0,0.5,0.87,2.513273523695054,148.38035196447453,0.3590390748135791,0.29676070392894904,supported,supported
7.0,500.0,0.5,0.88,2.438773431670135,144.0602323685575,0.34839620452430503,0.288120464737115,supported,supported
7.0,500.0,0.5,0.89,2.36628039731031,139.88848913817452,0.33804005675861576,0.27977697827634906,supported,supported
7.0,500.0,0.5,0.9,2.2957555951603315,135.8593612826644,0.3279650850229045,0.2717187225653288,supported,supported
7.0,500.0,0.5,0.91,2.2271601550238014,131.96733326806844,0.3181657364319716,0.2639346665361369,supported,supported
7.0,500.0,0.5,0.92,2.1604552021609953,128.2071238049198,0.30863645745157076,0.2564142476098396,supported,supported
7.0,500.0,0.5,0.93,2.0956018966039505,124.57367517403918,0.29937169951485004,0.24914735034807836,supported,supported
7.0,500.0,0.5,0.94,2.0325614714989375,121.06214306378469,0.2903659244998482,0.24212428612756937,supported,supported
7.0,500.0,0.5,0.95,1.9712952704002913,117.66788689350537,0.2816136100571845,0.23533577378701073,supported,supported
7.0,500.0,0.5,0.96,1.9117647834434721,114.38646059916975,0.27310925477763887,0.2287729211983395,supported,supported
7.0,500.0,0.5,0.97,1.8539316823195564,111.21360385839294,0.26484738318850803,0.2224272077167859,supported,supported
7.0,500.0,0.5,0.98,1.7977578540307555,108.14523373316952,0.2568225505758222,0.21629046746633904,supported,supported
7.0,500.0,0.5,0.99,1.7432054333011462,105.17743670974673,0.24902934761444945,0.21035487341949347,supported,supported
7.0,500.0,0.5,1.0,1.6902368336701554,102.3064611160544,0.2414624048100222,0.20461292223210878,supported,supported
