observed,predicted,residual
2.3184,2.318380574096731,-1.9425903269087996e-05
2.3178,2.3175879319602863,-0.000212068039713742
2.3168,2.3168054708604666,5.470860466427752e-06
2.316,2.3160329601684198,3.296016841991545e-05
2.3153,2.3152698152332,-3.0184766800278595e-05
2.3143,2.3145165474129747,0.0002165474129749434
2.3138,2.3137725814423273,-2.7418557672742594e-05
2.3131,2.3130377146638916,-6.228533610830311e-05
2.3122,2.312311750712068,0.00011175071206803722
2.3117,2.3115944992605204,-0.0001055007394796803
2.3109,2.3108857757820593,-1.4224217940839168e-05
2.3101,2.310185069295247,8.506929524720874e-05
2.3096,2.309492874104765,-0.00010712589523498295
2.309,2.3088086857914285,-0.00019131420857165793
2.3081,2.3081323408493857,3.234084938563697e-05
2.3075,2.307463680533563,-3.631946643700701e-05
2.3068,2.306802550680378,2.5506803780217524e-06
2.3061,2.306148801536701,4.880153670105969e-05
2.3056,2.305501980995716,-9.801900428429988e-05
2.3048,2.3048625641944698,6.256419446959427e-05
2.3042,2.3042301036457222,3.0103645722423522e-05
2.3036,2.3036044656796193,4.4656796194253445e-06
2.303,2.30298552029063,-1.44797093697413e-05
2.3024,2.3023731410075543,-2.685899244569967e-05
